master_incident_number,problem,priority_number,year,time_phonepickup,cfs_address,cfs_location_name,call_disposition,short_school_name,cde_school_name,school_type_level,lowest_grade,highest_grade,school_address
DPD-23-0113126,Suicidal Person / Suicide,1,2023,3/3/2023 19:33,5000 N Crown Blvd,Montbello High School - COMMONS GIRLS BATHROOM,Back Up / Cover Car,DCIS Montbello HS,DCIS at Montbello,HIGH SCHOOL,9,13,5000 CROWN BLVD
DPD-23-0133442,Shot Spotter,1,2023,3/14/2023 13:27,5000 N Crown Blvd,,Report Made,DCIS Montbello HS,DCIS at Montbello,HIGH SCHOOL,9,13,5000 CROWN BLVD
DPD-18-0380867,Help,0,2018,6/6/2018 19:07,1700 E 28th Ave,SCH MANUAL HS - DPS,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0591127,Help,0,2018,8/29/2018 16:07,1700 E 28th Ave,SCH MANUAL HS - DPS,X - Exchanged Info,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-20-0606790,Help,0,2020,10/10/2020 20:37,1700 E 28th Ave,Manual High School,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0145466,Threats IP-JO,2,2018,3/2/2018 10:40,1700 E 28th Ave,SCH MCAULIFFE MIDDLE SCH  - 3RD FL,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0566573,Shots Heard / Fired,2,2018,8/19/2018 18:10,1700 E 28th Ave,Manual High School,No Police Needed,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0607703,Threats IP-JO,2,2018,9/5/2018 11:50,1700 E 28th Ave,MANUAL HS - DPS  NORTH SIDE,"GOA,UTL / Unfounded / Unsucces",Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0699676,EMS request PD,2,2018,10/12/2018 9:16,1700 E 28th Ave,SCH MANUAL HS - DPS- 2ND FLOOR HALLWAY,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-19-0051138,Disturbance Family,2,2019,1/23/2019 9:47,1700 E 28th Ave,SCH MANUAL HS - DPS,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-19-0064981,Disturbance Family,2,2019,1/29/2019 14:33,1700 E 28th Ave,SCH Manual High School - Box 1156,No Police Needed,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-19-0082097,Shots Heard / Fired,2,2019,2/5/2019 16:26,1700 E 28th Ave,,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-19-0115543,Fight,2,2019,2/21/2019 7:43,1700 E 28TH AVE,SCH Manual High School - Box 1156,T - Citation Issued,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-19-0164477,Mental Health,2,2019,3/15/2019 10:55,1700 E 28th Ave,SCH MANUAL HS - DPS,K - Street Check Completed,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-19-0228012,Threats IP-JO,2,2019,4/12/2019 12:26,1700 E 28th Ave,SCH MANUAL HS - DPS,UTL / Unfounded / Unsuccessful,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-19-0281926,Threats IP-JO,2,2019,5/5/2019 17:43,1700 E 28th Ave,DOG PARK AREA,K - Street Check Completed,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-19-0328211,Nature Unknown,2,2019,5/26/2019 12:15,1700 E 28th Ave,SCH Manual High School - Box 1156,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-19-0706325,Fight,2,2019,11/5/2019 19:21,1700 E 28th Ave,SCH Manual High School - Box 1156,No Police Needed,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-19-0766066,Fight,2,2019,12/4/2019 16:04,1700 E 28th Ave,SCH Manual High School - Box 1156,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-19-0786306,Fight,2,2019,12/13/2019 17:46,1700 E 28th Ave,SCH MANUAL HS - DPS,GOA,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-20-0048657,Fight,2,2020,1/22/2020 13:20,1700 E 28th Ave,SCH Manual High School - Box 1156,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-20-0113012,Arson,2,2020,2/21/2020 13:48,1700 E 28th Ave,SCH MANUAL HS - DPS,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-20-0474327,Shots Heard / Fired,2,2020,8/6/2020 7:26,1700 E 28th Ave,SCH Manual High School - Box 1156,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-20-0515354,Harassment IP-JO,2,2020,8/25/2020 16:06,1700 E 28th Ave,SCH MANUAL HS - P-LOT,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-21-0182744,Shots Heard / Fired,2,2021,3/31/2021 17:56,1700 E 28th Ave,MANUAL HS  - DOG PARK SIDE,File Only,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-21-0200057,Nature Unknown,2,2021,4/8/2021 18:16,1700 E 28th Ave,SCH MANUAL HS - DPS,No Police Needed,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-21-0205750,EMS request PD,2,2021,4/11/2021 13:18,1700 E 28th Ave,Manual High School - FOOTBALL FIELD,No Police Needed,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-21-0272834,Weapon / Concealed Weapon,2,2021,5/14/2021 22:37,1700 E 28th Ave,SCH MANUAL HS - PARK BEHIND,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-21-0492896,Threats IP-JO,2,2021,8/27/2021 15:07,1700 E 28th Ave,Manual High School - IFO,UTL / Unfounded / Unsuccessful,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-21-0571919,Fight,2,2021,10/5/2021 15:49,1700 E 28th Ave,SCH MANUAL HS - DPS,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-21-0599930,E 25 Psych/Ab Beh/Suicide Att,2,2021,10/20/2021 11:07,1700 E 28th Ave,SCH Manual High School,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0018003,Shots Heard / Fired,2,2022,1/12/2022 12:21,1700 E 28TH AVE,SCH MANUAL HS - DPS,File Only,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0143759,Threats IP-JO,2,2022,3/23/2022 17:56,1700 E 28th Ave,SCH MANUAL HS - DPS,GOA,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0213340,911 Open,2,2022,4/29/2022 11:50,1700 E 28th Ave,SCH MANUAL HS - DPS,UTL / Unfounded / Unsuccessful,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0232068,Threats IP-JO,2,2022,5/9/2022 12:27,1700 E 28th Ave,SCH Manual High School - Box 1156,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0274498,Nature Unknown,2,2022,5/31/2022 20:48,1700 E 28th Ave,SCH Manual High School - Box 1156,No Police Needed,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0386160,Nature Unknown,2,2022,7/29/2022 15:26,1700 E 28th Ave,SCH MANUAL HS - DPS,UTL / Unfounded / Unsuccessful,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0477280,Weapon / Concealed Weapon,2,2022,9/15/2022 17:02,1700 E 28th Ave,MANUAL HS - DPS,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0573632,Fight,2,2022,11/5/2022 21:10,1700 E 28th Ave,SCH MANUAL HS - DPS,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0577816,Assault  IP-JO,2,2022,11/8/2022 9:32,1700 E 28th Ave,SCH MCAULIFFE MANUAL HIGH SCHOOL - DPS,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0616171,EMS request PD,2,2022,12/1/2022 10:44,1700 E 28th Ave,SCH MANUAL HS - DPS,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0636220,EMS request PD,2,2022,12/12/2022 14:40,1700 E 28th Ave,SCH MCAULIFFE MANUAL MIDDLE SCHOOL - DPS,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-23-0011867,Fight,2,2023,1/7/2023 16:45,1700 E 28th Ave,SCH Manual High School - Box 1156,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-23-0015543,EMS request PD,2,2023,1/9/2023 17:54,1700 E 28th Ave,SCH MANUAL HS - DPS,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-23-0016266,Auto Theft IP-JO,2,2023,1/10/2023 7:25,1700 E 28th Ave,Manual High School - Box 1156,GOA,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-23-0147529,Assault  IP-JO,2,2023,3/21/2023 15:42,1700 E 28th Ave,MANUAL HS,UTL / Unfounded / Unsuccessful,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0045847,Shot Spotter,1,2018,1/19/2018 18:00,1700 E 28th Ave,,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0093999,Suicidal Person / Suicide,1,2018,2/8/2018 15:30,1700 E 28th Ave,SCH MACALUS MIDDLE SCH 3RD FLR,K - Street Check Completed,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0096156,Weapon / Concealed Weapon,1,2018,2/9/2018 12:18,1700 E 28th Ave,SCH MANUAL HS - DPS,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0170109,Accident With Injury,1,2018,3/13/2018 11:38,1700 E 28th Ave,SCH Manual High School - PK LOT,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0175731,Stabbing,1,2018,3/15/2018 15:54,1700 E 28th Ave,MANUAL HS,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0306607,Weapon / Concealed Weapon,1,2018,5/7/2018 13:57,1700 E 28th Ave,SCH MANUAL HS - DPS,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0317436,Suicidal Person / Suicide,1,2018,5/11/2018 15:03,1700 E 28th Ave,SCH Manual High School - Box 1156,K - Street Check Completed,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0439672,Burglary  IP-JO,1,2018,6/30/2018 17:50,1700 E 28th Ave,SCH MANUAL HS - DPS,K - Street Check Completed,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0449055,Burglary  IP-JO,1,2018,7/4/2018 10:00,1700 E 28th Ave,SCH MANUAL HS - DPS,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0551203,Suicidal Person / Suicide,1,2018,8/13/2018 15:05,1700 E 28th Ave,SCH MANUAL MIDDLE  SCHOOL- 3RD FLOOR,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0624629,Burglary  IP-JO,1,2018,9/12/2018 0:21,1700 E 28th Ave,SCH MANUAL HS - DPS,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0628463,Weapon / Concealed Weapon,1,2018,9/13/2018 12:52,1700 E 28th Ave,SCH MANUAL HS - DPS,T - Citation Issued,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0756370,Suicidal Person / Suicide,1,2018,11/5/2018 16:09,1700 E 28th Ave,SCH MANUAL HS -  MIDDLE SCHOOL,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0758260,Suicidal Person / Suicide,1,2018,11/6/2018 12:43,1700 E 28th Ave,SCH MANUAL HS - OUTSIDE IN FRONT,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-19-0030978,Weapon / Concealed Weapon,1,2019,1/14/2019 16:25,1700 E 28th Ave,SCH Manual High School - MAIN OFFICE,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-19-0683358,Suicidal Person / Suicide,1,2019,10/25/2019 15:32,1700 E 28th Ave,SCH Manual High School - Box 1156,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-20-0079055,Weapon / Concealed Weapon,1,2020,2/5/2020 9:38,1700 E 28th Ave,SCH MANUAL HS - DPS,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-20-0122026,Stabbing,1,2020,2/25/2020 16:55,1700 E 28th Ave,Manual High School,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-20-0162777,Burglary  IP-JO,1,2020,3/14/2020 20:49,1700 E 28th Ave,SCH Manual High School,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-20-0333460,Burglary  IP-JO,1,2020,5/29/2020 23:52,1700 E 28th Ave,SCH Manual High School - Box 1156,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-20-0335214,Robbery IP-JO,1,2020,5/30/2020 20:28,1700 E 28th Ave,SCH Manual High School --- PARK,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-20-0465887,Shot Spotter,1,2020,8/2/2020 4:56,1700 E 28th Ave,,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-21-0422772,Burglary  IP-JO,1,2021,7/25/2021 0:14,1700 E 28th Ave,SCH Manual High School - Box 1156,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-21-0492935,Shooting,1,2021,8/27/2021 15:30,1700 E 28th Ave,SCH MANUAL MIDDLE SCHOOL,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-21-0615701,Child Abuse/Neglect IP-JO,1,2021,10/28/2021 19:11,1700 E 28th Ave,SCH Manual High School - Box 1156,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0018002,Shot Spotter,1,2022,1/12/2022 12:21,1700 E 28TH AVE,SCH MANUAL HS - DPS,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0018005,Shot Spotter,1,2022,1/12/2022 12:22,1700 E 28TH AVE,SCH MANUAL HS - DPS,File Only,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0042177,Suicidal Person / Suicide,1,2022,1/26/2022 10:17,1700 E 28th Ave,MANUAL HS - MAIN OFFICE,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0058007,Suicidal Person / Suicide,1,2022,2/4/2022 10:42,1700 E 28th Ave,SCH MCAULIFFE MANUAL MIDDLE SCHOOL - DPS,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0121115,Suicidal Person / Suicide,1,2022,3/11/2022 9:47,1700 E 28th Ave,SCH Manual High School,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0462806,Shot Spotter,1,2022,9/7/2022 23:05,1700 E 28th Ave,,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0470881,Suicidal Person / Suicide,1,2022,9/12/2022 9:59,1700 E 28th Ave,SCH Manual High School,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0470920,Suicidal Person / Suicide,1,2022,9/12/2022 10:28,1700 E 28th Ave,SCH Manual High School - Box 1156,File Only,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0483756,Suicidal Person / Suicide,1,2022,9/19/2022 10:41,1700 E 28th Ave,Manual High School,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0503410,Suicidal Person / Suicide,1,2022,9/29/2022 14:14,1700 E 28th Ave,SCH Manual High School,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0571216,Suicidal Person / Suicide,1,2022,11/4/2022 13:35,1700 E 28th Ave,Manual High School - Box 1156,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0592785,Shot Spotter,1,2022,11/16/2022 23:49,1700 E 28TH AVE,SCH MANUAL HS - DPS,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0614836,Suicidal Person / Suicide,1,2022,11/30/2022 14:49,1700 E 28th Ave,SCH MANUAL HS - DPS,UTL / Unfounded / Unsuccessful,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0623535,Suicidal Person / Suicide,1,2022,12/5/2022 13:42,1700 E 28th Ave,SCH Manual High School - Box 1156,Party Advised,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-22-0625200,Suicidal Person / Suicide,1,2022,12/6/2022 11:48,1700 E 28TH AVE,SCH MANUAL HS - DPS,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-23-0057935,Shot Spotter,1,2023,2/2/2023 1:32,1700 E 28th Ave,,Report Made,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-23-0060594,Suicidal Person / Suicide,1,2023,2/3/2023 11:26,1700 E 28th Ave,SCH MANUAL HS - OFFICE,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-23-0080166,Suicidal Person / Suicide,1,2023,2/13/2023 17:13,1700 E 28th Ave,SCH Manual High School - MAIN LOBBY,Back Up / Cover Car,Manual,Manual High School,HIGH SCHOOL,9,PS2,1700 E 28TH AVE
DPD-18-0059895,Assault  IP-JO,2,2018,1/25/2018 16:18,2285 S Federal Blvd,SCH LINCOLN HS - DPS,No Police Needed,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-18-0139178,E 30 Traumatic Injuries,2,2018,2/27/2018 23:38,2285 S Federal Blvd,ON FEDERAL,Report Made,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-18-0308735,Fight,2,2018,5/8/2018 11:05,2285 S Federal Blvd,SCH LINCOLN HS - DPS,K - Street Check Completed,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-18-0331267,Fight,2,2018,5/17/2018 9:04,2285 S Federal Blvd,SCH COMPASS ACADEMY MS - DPS,T - Citation Issued,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-18-0343334,EMS request PD,2,2018,5/22/2018 11:18,2285 S Federal Blvd,SCH Abraham Lincoln High - Box 3104,K - Street Check Completed,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-18-0343335,EMS request PD,2,2018,5/22/2018 11:18,2285 S Federal Blvd,SCH Abraham Lincoln High - Box 3104,File Only,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-18-0713826,Fight,2,2018,10/18/2018 11:35,2285 S Federal Blvd,SCH COMPASS ACADEMY MS - DPS,No Police Needed,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-18-0822959,Fight,2,2018,12/5/2018 19:23,2285 S Federal Blvd,SCH LINCOLN HS - DPS,Party Advised,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-19-0056328,Fight,2,2019,1/25/2019 13:22,2285 S Federal Blvd,SCH COMPASS ACADEMY MS - DPS,In Service,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-19-0250218,Fight,2,2019,4/22/2019 8:36,2285 S Federal Blvd,SCH LINCOLN HS - DPS,Party Advised,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-19-0388061,Alarm Panic,2,2019,6/21/2019 15:33,2285 S Federal Blvd,SCH LINCOLN HS - DPS,Back Up / Cover Car,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-19-0564842,Fight,2,2019,9/4/2019 15:54,2285 S Federal Blvd,SCH LINCOLN HS - DPS,No Police Needed,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-21-0546689,Fight,2,2021,9/22/2021 19:10,2285 S Federal Blvd,LINCOLN HS,UTL / Unfounded / Unsuccessful,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-21-0551257,Assault  IP-JO,2,2021,9/24/2021 23:25,2285 S Federal Blvd,SCH LINCOLN HS - DPS,Party Advised,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-21-0552024,911 Open,2,2021,9/25/2021 11:30,2285 S Federal Blvd,Abraham Lincoln High,UTL / Unfounded / Unsuccessful,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-21-0609035,E 25 Psych/Ab Beh/Suicide Att,2,2021,10/25/2021 8:55,2285 S Federal Blvd,LINCOLN HS - DPS - PSYCHOLOGIST OFFICE,Back Up / Cover Car,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-21-0611185,911 Open,2,2021,10/26/2021 12:26,2285 S Federal Blvd,,No Police Needed,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-22-0010041,F9 With Fire,2,2022,1/7/2022 14:58,2285 S Federal Blvd,SCH Abraham Lincoln High - Box 3104,Back Up / Cover Car,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-22-0014481,Fight,2,2022,1/10/2022 11:21,2285 S Federal Blvd,SCH LINCOLN HS - DPS,Back Up / Cover Car,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-22-0039832,Nature Unknown,2,2022,1/24/2022 21:56,2285 S Federal Blvd,SCH Abraham Lincoln High - Box 3104,Back Up / Cover Car,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-22-0251888,Assault  IP-JO,2,2022,5/19/2022 16:23,2285 S Federal Blvd,SCH Abraham Lincoln High - Box 3104,File Only,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-22-0462102,Assault  IP-JO,2,2022,9/7/2022 15:44,2285 S Federal Blvd,SCH Abraham Lincoln High - Box 3104,No Police Needed,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-22-0499159,Disturbance Family,2,2022,9/27/2022 11:35,2285 S FEDERAL BLVD,SCH LINCOLN HS - DPS,Back Up / Cover Car,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-22-0501094,Weapon / Concealed Weapon,2,2022,9/28/2022 10:52,2285 S Federal Blvd,SCH - LINCOLN HS,Arrest Made,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-22-0567169,Fight,2,2022,11/2/2022 12:27,2285 S Federal Blvd,SCH Abraham Lincoln High - Box 3104,No Police Needed,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-22-0583463,EMS request PD,2,2022,11/11/2022 10:42,2285 S Federal Blvd,SCH LINCOLN HS - DPS,No Police Needed,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-23-0062791,Assault  IP-JO,2,2023,2/4/2023 13:33,2285 S Federal Blvd,SCH LINCOLN HS -,Party Advised,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-23-0131313,Weapon / Concealed Weapon,2,2023,3/13/2023 11:24,2285 S Federal Blvd,SCH Abraham Lincoln High,Report Made,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-23-0141574,Assault  IP-JO,2,2023,3/18/2023 11:56,2285 S Federal Blvd,SCH Abraham Lincoln High - Box 3104,No Police Needed,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-18-0173284,Suicidal Person / Suicide,1,2018,3/14/2018 16:32,2285 S Federal Blvd,UNK LOC>> IN AREA,K - Street Check Completed,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-18-0173548,MPER - Lost Child,1,2018,3/14/2018 18:45,2285 S Federal Blvd,Abraham Lincoln High,K - Street Check Completed,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-18-0278431,Suicidal Person / Suicide,1,2018,4/26/2018 10:11,2285 S Federal Blvd,SCH LINCOLN HS - DPS,Back Up / Cover Car,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-18-0788891,Suicidal Person / Suicide,1,2018,11/19/2018 20:06,2285 S FEDERAL BLVD,,K - Street Check Completed,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
DPD-18-0827490,Suicidal Person / Suicide,1,2018,12/7/2018 16:23,2285 S Federal Blvd,COMPASS ACADEMY,CIT Report,Abraham Lincoln,Abraham Lincoln High School,HIGH SCHOOL,9,12,2285 S FEDERAL BLVD
